cal,d14c,d14csig,paper_ref,tree_ref
959,-16.8,2.1,69,-1
960,-21,2.2,69,-1
960,-21.2,1.9,69,-1
960,-19.1,2.3,69,-1
960,-23.5,1.8,69,-1
960,-18.8,1.6,69,-1
961,-19.9,1.7,69,-1
962,-20.2,1.7,69,-1
963,-21.2,1.7,69,-1
963,-19.1,1.6,69,-1
964,-21.9,1.7,69,-1
965,-21.2,1.7,69,-1
966,-23.4,1.7,69,-1
966,-19.5,1.6,69,-1
967,-22.3,1.6,69,-1
968,-19.6,1.6,69,-1
969,-18.1,1.6,69,-1
969,-17,1.6,69,-1
970,-17.8,1.6,69,-1
971,-16.8,1.6,69,-1
972,-16.4,1.6,69,-1
972,-19.9,1.6,69,-1
973,-20.5,1.6,69,-1
974,-19.3,1.6,69,-1
975,-18.9,1.6,69,-1
975,-21.3,1.6,69,-1
976,-22.6,1.6,69,-1
977,-24.5,1.6,69,-1
978,-23.2,1.6,69,-1
978,-22.7,1.6,69,-1
979,-23.2,1.6,69,-1
980,-21.5,1.7,69,-1
981,-23.1,1.6,69,-1
1170,-4,2.5,69,-1
1170,-9.5,2,69,-1
1170,-8.9,2.2,69,-1
1170,-4,2,69,-1
1170,-5.1,1.9,69,-1
1170,-6.6,2.2,69,-1
1170,-2.7,1.9,69,-1
1170,-4.5,2.4,69,-1
1170,-6.5,2.3,69,-1
1170,-8.6,2.2,69,-1
1170,-7.1,2.2,69,-1
1170,-7.1,2,69,-1
1170,-6.8,2.2,69,-1
1171,-4,2.4,69,-1
1171,-6.6,2.1,69,-1
1171,-4.9,2.1,69,-1
1171,-4.7,1.9,69,-1
1171,-6.2,2,69,-1
1171,-4.2,2.2,69,-1
1171,-4.9,2.2,69,-1
1171,-0.6,2.2,69,-1
1171,-7.8,2.3,69,-1
1171,-7.1,2.3,69,-1
1171,-6.3,2.5,69,-1
1171,-6.8,2,69,-1
1171,-5.1,1.9,69,-1
1172,-6.2,2.4,69,-1
1172,-4,2.2,69,-1
1172,-6.5,2,69,-1
1172,-2.6,2.4,69,-1
1172,-2,2.2,69,-1
1172,-10.3,3.3,69,-1
1172,-4.1,2.5,69,-1
1172,-5,2.1,69,-1
1172,-5.7,2.5,69,-1
1172,-1,2.1,69,-1
1172,-8.7,2.1,69,-1
1172,-10.5,2.3,69,-1
1172,-1.5,2.2,69,-1
1172,-5.1,2,69,-1
1173,-2.3,2.6,69,-1
1173,-8,2.3,69,-1
1173,-3,2.4,69,-1
1173,-1.4,2.2,69,-1
1173,-3.6,2,69,-1
1173,-4.2,1.9,69,-1
1173,-1.5,2.4,69,-1
1173,-3,2.1,69,-1
1173,-2.9,2,69,-1
1173,-6,2.4,69,-1
1173,-4.4,2,69,-1
1173,0.2,2.4,69,-1
1173,-7,2,69,-1
1173,0,2.5,69,-1
1173,-1.9,2.2,69,-1
1173,-3,2,69,-1
1173,-1.9,1.9,69,-1
1173,1.6,1.9,69,-1
1174,-0.6,2.1,69,-1
1174,-2,2.1,69,-1
1174,-1.4,2.4,69,-1
1174,0.5,2.4,69,-1
1174,-6.5,2.2,69,-1
1174,-2.6,2,69,-1
1174,-0.9,2.1,69,-1
1174,-2.5,1.9,69,-1
1174,-4.2,2.2,69,-1
1174,-4.1,2,69,-1
1174,2.1,2.4,69,-1
1174,-6.8,2.5,69,-1
1174,-1,1.7,69,-1
1174,0.8,1.9,69,-1
1174,-0.5,1.9,69,-1
1174,-2.9,2,69,-1
1174,-1.6,2,69,-1
1174,2.1,2.4,69,-1
1174,0.4,2.4,69,-1
1174,-0.8,2.2,69,-1
1174,-1.8,2.4,69,-1
1174,0.5,2.5,69,-1
1175,-4.9,2.2,69,-1
1175,-2.5,2.2,69,-1
1175,-6.1,2,69,-1
1175,0.7,1.9,69,-1
1175,-1.6,2.2,69,-1
1175,-3.9,2.4,69,-1
1175,-2.9,1.9,69,-1
1175,-7.1,2.3,69,-1
1175,-8.8,2,69,-1
1175,4.6,2.4,69,-1
1175,-6.7,2.3,69,-1
1175,-0.4,1.9,69,-1
1175,-3.8,2.2,69,-1
1175,-3.1,1.9,69,-1
1175,-4.6,2,69,-1
1175,-7.7,1.9,69,-1
1175,-5.7,2,69,-1
1175,-5.2,2,69,-1
1175,-12.6,2.3,69,-1
1175,-4.1,2.1,69,-1
1175,-2.4,2,69,-1
1175,-6.2,2,69,-1
1175,-8.1,2.3,69,-1
1175,-1.3,2.1,69,-1
1175,-9.7,2.2,69,-1
1176,-11.7,1.8,69,-1
1176,-12.2,2.3,69,-1
1176,-14.6,1.8,69,-1
1176,-16.2,2.4,69,-1
1176,-13.8,2.1,69,-1
1176,-11.4,2.3,69,-1
1176,-15.8,2,69,-1
1176,-17.3,2,69,-1
1176,-18.4,2.2,69,-1
1176,-17.6,2.3,69,-1
1176,-12.4,1.8,69,-1
1176,-17.4,1.8,69,-1
1176,-16.1,1.8,69,-1
1176,-15.5,2.2,69,-1
1176,-15.8,2.3,69,-1
1176,-13.3,2.5,69,-1
1176,-13.3,2.2,69,-1
1176,-17.2,2,69,-1
1176,-12.8,2.2,69,-1
1176,-11.4,2,69,-1
1176,-10.3,2.1,69,-1
1176,-16.6,2.2,69,-1
1176,-15.3,2.1,69,-1
1177,-18.5,2.3,69,-1
1177,-21,1.8,69,-1
1177,-19,2.3,69,-1
1177,-23.2,2.1,69,-1
1177,-24.9,2.3,69,-1
1177,-20.1,2.3,69,-1
1177,-20.7,2.2,69,-1
1177,-13.9,2.2,69,-1
1177,-18.8,2.4,69,-1
1177,-18.9,1.8,69,-1
1177,-18.2,1.8,69,-1
1177,-17.4,1.8,69,-1
1177,-18.2,2.4,69,-1
1177,-22.8,1.9,69,-1
1177,-21.5,1.9,69,-1
1177,-19.1,2.2,69,-1
1177,-20.9,2.2,69,-1
1177,-21.1,1.9,69,-1
1177,-21.1,2.4,69,-1
1177,-16.9,2,69,-1
1178,-20.1,1.8,69,-1
1178,-16.3,1.7,69,-1
1178,-22.1,2.2,69,-1
1178,-19.6,1.8,69,-1
1178,-20.2,2.2,69,-1
1178,-19.6,2.3,69,-1
1178,-16.8,2.3,69,-1
1178,-22.2,1.9,69,-1
1178,-13.4,2.2,69,-1
1178,-22.7,2.3,69,-1
1178,-20.2,1.8,69,-1
1178,-21.2,1.9,69,-1
1178,-17.2,2.3,69,-1
1178,-18.7,2.1,69,-1
1178,-21.3,1.9,69,-1
1178,-18.7,2,69,-1
1178,-15.2,2.3,69,-1
1178,-21.1,2.3,69,-1
1178,-19.4,2.4,69,-1
1178,-18.3,2.2,69,-1
1179,-22.4,2.4,69,-1
1179,-22.7,1.9,69,-1
1179,-19.5,2.4,69,-1
1179,-19.8,2.1,69,-1
1179,-12.4,2.1,69,-1
1179,-15.1,2.2,69,-1
1179,-23.7,2.3,69,-1
1179,-15,1.8,69,-1
1179,-21.5,1.8,69,-1
1179,-15.7,1.8,69,-1
1179,-15.1,2.3,69,-1
1179,-20.5,2.2,69,-1
1179,-17.6,2.1,69,-1
1179,-20.4,2.1,69,-1
1180,-23.3,2.3,69,-1
1180,-17.7,1.8,69,-1
1180,-20,2,69,-1
1180,-15.4,2.2,69,-1
1180,-21.7,2.4,69,-1
1180,-15.5,2.3,69,-1
1180,-21.1,2.3,69,-1
1180,-14.9,1.8,69,-1
1180,-13.5,2.3,69,-1
1180,-18.5,1.8,69,-1
1180,-18.8,2.2,69,-1
1180,-19.9,2,69,-1
1180,-14.4,2.1,69,-1
1180,-20.5,2,69,-1
3449,16.6,1.8,69,-1
3449,17,1.8,69,-1
3450,16.5,1.8,69,-1
3451,16.1,1.8,69,-1
3452,14.7,1.8,69,-1
3452,15.7,1.8,69,-1
3453,15.6,1.8,69,-1
3454,13.7,1.8,69,-1
3455,11.9,1.8,69,-1
3455,16.1,1.8,69,-1
3456,12.6,1.8,69,-1
3457,14.3,1.8,69,-1
3458,12.7,1.8,69,-1
3458,13.9,1.8,69,-1
3459,13.7,1.8,69,-1
3460,10.8,1.8,69,-1
3461,12.4,1.8,69,-1
3461,14.2,1.8,69,-1
3462,15.5,1.8,69,-1
3463,12.2,1.8,69,-1
3464,11.5,1.8,69,-1
3464,11.5,1.8,69,-1
3465,15.6,1.8,69,-1
3466,14.4,1.8,69,-1
3467,10.5,1.8,69,-1
3467,12.8,1.8,69,-1
3468,11.8,1.8,69,-1
3469,12.5,1.8,69,-1
3470,12.9,1.8,69,-1
3470,12.1,1.8,69,-1
3471,11.1,1.8,69,-1
3472,10.5,1.8,69,-1
3473,9.2,1.8,69,-1
3473,14.3,1.8,69,-1
3474,15.4,1.8,69,-1
3475,15.7,1.8,69,-1
3476,15.1,1.8,69,-1
3476,17.2,1.8,69,-1
3477,18.2,1.8,69,-1
3478,17,1.8,69,-1
3479,15.9,1.8,69,-1
3479,14.3,1.8,69,-1
3480,12.9,1.8,69,-1
3481,12.4,1.8,69,-1
3482,9.8,1.8,69,-1
3482,11.7,1.8,69,-1
3483,11.3,1.8,69,-1
3484,11.2,1.8,69,-1
3485,10.8,1.8,69,-1
3485,15.1,1.8,69,-1
3486,13.5,1.8,69,-1
3487,13.2,1.8,69,-1
3488,11.3,1.8,69,-1
3488,11.1,1.8,69,-1
3489,10.6,1.9,69,-1
3490,13.2,1.8,69,-1
3491,10.2,1.8,69,-1
3491,10.9,1.8,69,-1
3492,10.6,1.8,69,-1
3493,10.2,1.8,69,-1
3494,9,1.8,69,-1
3494,11.2,1.8,69,-1
3495,11.8,1.8,69,-1
3496,10.7,1.8,69,-1
3497,10.2,1.8,69,-1
3497,11.2,1.9,69,-1
3498,10.7,1.8,69,-1
3499,8.5,1.9,69,-1
3500,8.4,1.8,69,-1
3500,8.8,1.8,69,-1
3501,11.5,1.9,69,-1
3502,8.5,1.8,69,-1
3503,7.7,1.8,69,-1
3504,12.1,1.9,69,-1
3505,8.6,1.8,69,-1
3506,14.5,1.8,69,-1
3507,12.1,1.9,69,-1
3508,12.4,1.8,69,-1
3509,8.6,1.8,69,-1
3510,10.9,1.9,69,-1
3511,12.1,1.8,69,-1
3511,8.1,1.8,69,-1
3512,11.2,1.8,69,-1
3513,13.4,1.9,69,-1
3514,10.1,1.8,69,-1
3515,13.7,1.8,69,-1
3515,12.2,1.8,69,-1
3516,12.7,1.9,69,-1
3517,9.2,1.8,69,-1
3518,10.8,1.8,69,-1
3519,11.1,1.9,69,-1
3520,12.1,1.8,69,-1
3520,12.5,1.8,69,-1
3521,12.6,1.8,69,-1
3522,13.5,1.9,69,-1
3523,13.3,1.8,69,-1
3524,15.7,1.8,69,-1
3524,15.1,1.8,69,-1
3525,15,1.9,69,-1
3526,17.6,1.8,69,-1
3527,16.2,1.8,69,-1
3528,17.7,1.9,69,-1
3529,13.9,1.8,69,-1
3529,14.6,1.8,69,-1
3530,16.2,1.8,69,-1
3531,15.3,1.9,69,-1
3532,17.1,1.8,69,-1
3533,12.5,2,69,-1
3533,16.2,1.8,69,-1
3534,15.1,1.8,69,-1
3534,15.2,1.8,69,-1
3535,15.2,1.8,69,-1
3535,14.9,1.8,69,-1
3536,18.5,1.8,69,-1
3536,17.1,1.8,69,-1
3537,15.6,1.8,69,-1
3537,19.4,1.8,69,-1
3538,14.5,1.8,69,-1
3538,16.7,1.8,69,-1
3539,16.1,1.8,69,-1
3539,15.4,1.8,69,-1
3540,15.6,1.8,69,-1
3540,16.1,1.8,69,-1
3541,12.4,1.8,69,-1
3541,16.2,1.8,69,-1
3542,16.3,1.8,69,-1
3542,15.9,1.8,69,-1
3543,18.1,1.8,69,-1
3543,19.1,1.8,69,-1
3544,17.1,1.8,69,-1
3544,18.7,1.8,69,-1
3545,20.1,1.8,69,-1
3545,18.3,1.8,69,-1
3546,19.5,1.8,69,-1
3546,23.3,1.8,69,-1
3547,14.9,1.8,69,-1
3547,16,1.8,69,-1
3548,17.5,1.8,69,-1
3548,17.7,1.8,69,-1
3549,20.2,1.8,69,-1
3549,19.6,1.8,69,-1
3550,16.4,1.8,69,-1
3550,15.8,1.9,69,-1
3551,15.5,1.9,69,-1
3551,16.3,1.8,69,-1
3552,18.8,1.8,69,-1
3552,16.8,1.9,69,-1
3553,16.5,1.8,69,-1
3553,19.6,1.9,69,-1
3553,17.9,1.9,69,-1
3554,16.1,1.8,69,-1
3554,17.7,1.9,69,-1
3555,20.1,1.9,69,-1
3555,19.6,1.8,69,-1
3556,18.4,1.8,69,-1
3556,19.2,1.9,69,-1
3557,19.3,1.8,69,-1
3557,18.7,1.9,69,-1
3557,20.9,1.9,69,-1
3558,21.7,1.8,69,-1
3558,19.8,1.9,69,-1
3559,18.4,1.8,69,-1
3559,18.4,1.9,69,-1
3560,17.6,1.9,69,-1
3560,16.4,1.8,69,-1
3561,20.4,1.8,69,-1
3561,18.5,1.9,69,-1
3561,15.2,1.9,69,-1
3562,16.5,1.9,69,-1
3562,20.9,1.8,69,-1
3563,16.4,1.9,69,-1
3563,19.8,1.8,69,-1
3564,20.5,1.8,69,-1
3564,17,1.9,69,-1
3565,10.4,1.9,69,-1
3565,16.7,1.8,69,-1
3565,16.9,1.9,69,-1
3566,17.4,1.9,69,-1
3566,14.8,1.8,69,-1
3567,17,1.9,69,-1
3567,19.8,1.8,69,-1
3568,16.6,1.8,69,-1
3568,13.6,1.9,69,-1
3569,17.7,1.9,69,-1
3569,13.9,1.8,69,-1
3569,16.1,1.9,69,-1
3570,15.8,1.9,69,-1
3570,14.6,1.9,69,-1
3571,13.2,1.8,69,-1
3571,14.3,1.9,69,-1
3572,14.9,1.9,69,-1
3572,15.1,1.8,69,-1
3573,15.6,1.9,69,-1
3573,13.5,1.9,69,-1
3573,12.5,1.9,69,-1
3574,15.8,1.9,69,-1
3574,15.8,1.8,69,-1
3575,12.3,1.8,69,-1
3576,14.8,1.8,69,-1
3577,13.3,1.6,69,-1
3577,15,1.9,69,-1
3578,14.4,1.8,69,-1
3579,13,1.9,69,-1
3580,13.8,1.8,69,-1
3580,14.8,1.8,69,-1
3581,14,1.8,69,-1
3581,11.9,1.9,69,-1
3582,12.6,1.9,69,-1
3583,13.5,1.8,69,-1
3584,15.5,2,69,-1
3584,14.6,1.8,69,-1
3585,14.1,1.9,69,-1
3585,13.4,1.9,69,-1
3586,10.8,1.8,69,-1
3587,10.5,1.8,69,-1
3588,14.1,1.8,69,-1
3589,16.5,1.8,69,-1
3589,12.6,1.8,69,-1
3589,15.8,1.9,69,-1
3590,13.4,1.8,69,-1
3591,14.7,1.9,69,-1
3592,12.7,2,69,-1
3593,14.2,1.9,69,-1
3593,13.7,1.8,69,-1
3593,16.2,2,69,-1
3594,12.6,1.9,69,-1
3595,13.8,2,69,-1
3596,12.2,2,69,-1
3597,12.2,1.9,69,-1
3597,13.6,1.9,69,-1
3598,14.3,1.8,69,-1
3598,12.4,1.9,69,-1
3599,15.1,2,69,-1
3600,16.2,1.9,69,-1
3601,17,1.9,69,-1
3601,12.9,2,69,-1
3602,14.8,1.8,69,-1
3602,15.1,2,69,-1
3603,15.2,1.9,69,-1
3604,13.6,1.9,69,-1
3605,16.3,1.9,69,-1
3605,14.9,1.9,69,-1
3606,19.4,1.8,69,-1
3607,15.9,1.8,69,-1
3607,15.4,1.9,69,-1
3608,15.9,1.8,69,-1
3608,15.3,1.9,69,-1
3609,17.1,1.9,69,-1
3609,16.1,1.8,69,-1
3610,15.4,2,69,-1
3611,16.3,1.8,69,-1
3611,14.2,2,69,-1
3612,18,1.9,69,-1
3613,16.6,1.9,69,-1
3614,15.2,2,69,-1
3615,17.3,1.9,69,-1
3616,18.6,1.8,69,-1
3616,17.1,1.9,69,-1
3617,15.4,1.9,69,-1
3618,17.8,1.9,69,-1
3619,16,2,69,-1
3620,17.2,2,69,-1
3620,16.7,1.8,69,-1
3621,19.7,1.9,69,-1
3622,17.7,2,69,-1
3623,17.3,2,69,-1
3624,19.4,1.9,69,-1
3625,18.5,1.8,69,-1
3625,15,2,69,-1
3626,16.6,2,69,-1
3627,16.8,1.9,69,-1
3628,15.9,2,69,-1
3629,18.9,1.8,69,-1
3629,17.4,2,69,-1
7360,88.1,2.4,69,-1
7362,89,2.4,69,-1
7364,89.7,2.4,69,-1
7366,90.1,2.4,69,-1
7368,89.1,2.4,69,-1
7370,86.5,2.4,69,-1
7372,89.5,2.4,69,-1
7374,87.6,2.6,69,-1
7376,95.1,2.6,69,-1
7378,90.7,2.4,69,-1
7380,92.1,2.4,69,-1
7382,96,2.5,69,-1
7384,95,2.5,69,-1
7386,99.5,2.5,69,-1
7388,92.8,2.4,69,-1
7390,94.9,2.5,69,-1
7392,97.5,2.6,69,-1
7394,100.3,2.5,69,-1
7396,97.7,2.5,69,-1
7398,99.8,2.5,69,-1
7400,98.5,2.6,69,-1
7402,98,2.5,69,-1
7404,104,2.5,69,-1
7406,104.7,2.5,69,-1
7408,102.9,2.5,69,-1
7409,101.9,2.5,69,-1
7410,101.6,2.5,69,-1
7411,102.6,2.5,69,-1
7412,102,2.5,69,-1
7413,100.4,2.5,69,-1
7414,102.2,2.5,69,-1
7415,101.1,2.5,69,-1
7416,100,2.5,69,-1
7417,102,2.5,69,-1
7418,98.6,2.5,69,-1
7419,101.2,2.5,69,-1
7421,99.7,2.5,69,-1
7422,101.3,2.5,69,-1
7423,96.3,2.5,69,-1
7424,92.8,2.4,69,-1
7425,89,2.4,69,-1
7426,86.2,2.4,69,-1
7427,91.2,2.4,69,-1
7428,90.7,3.1,69,-1
7429,88.3,2.4,69,-1
7431,79.8,2.4,69,-1
7432,84.5,2.4,69,-1
7433,82.5,2.4,69,-1
7434,78.1,2.4,69,-1
7435,83.5,2.4,69,-1
7437,85.1,2.4,69,-1
7439,86.5,2.4,69,-1
11953,178,3.1,69,-1
11957,180.7,3.1,69,-1
11960,183.2,3.1,69,-1
11963,187.3,3.1,69,-1
11964,190.1,2.8,69,-1
11966,184,3.1,69,-1
11967,181.7,2.9,69,-1
11968,179.9,2.9,69,-1
11969,186.2,3.1,69,-1
11971,184.6,2.9,69,-1
11972,186.1,3.1,69,-1
11974,186,3,69,-1
11975,185.7,3.1,69,-1
11977,188.5,3,69,-1
11978,177.5,3.1,69,-1
11980,179.4,2.9,69,-1
11981,183.1,3.1,69,-1
11984,186.9,3.1,69,-1
11985,185.1,3,69,-1
11987,185.7,3,69,-1
11988,185.7,3.1,69,-1
11990,186.7,3,69,-1
11991,184.8,3.1,69,-1
11992,185.4,3,69,-1
11994,186.3,3.1,69,-1
11995,187.9,3,69,-1
11996,182.7,3.1,69,-1
11998,182.7,2.9,69,-1
11999,190.1,3.1,69,-1
12001,184.8,2.9,69,-1
12002,185.9,3.1,69,-1
12004,181.2,2.9,69,-1
12005,182.1,3.4,69,-1
12010,183.8,2.9,69,-1
12011,184.6,3.4,69,-1
12013,182.5,2.9,69,-1
12014,186,3.5,69,-1
12016,183.8,2.9,69,-1
12019,187.5,3,69,-1
12021,188.1,3.5,69,-1
12022,182,3.5,69,-1
12026,184.4,3.7,69,-1
12027,182,3.5,69,-1
12028,182.6,3.5,69,-1
12029,188,3.5,69,-1
12030,193.8,3.6,69,-1
12031,191.1,3.6,69,-1
12033,189.6,3.6,69,-1
12034,191.4,3.6,69,-1
12035,185.2,3.5,69,-1
12036,191.4,3.6,69,-1
12037,185.8,3.5,69,-1
12038,194.7,3.4,69,-1
12039,184.7,3.5,69,-1
12040,185,3.5,69,-1
12041,190.8,3.6,69,-1
12042,194.1,3.6,69,-1
12043,182.5,3.5,69,-1
12044,191.2,3.4,69,-1
12045,180.3,3.5,69,-1
12046,184.3,3.5,69,-1
12048,184.7,3.5,69,-1
12050,186.9,3.5,69,-1
12051,184.8,3.5,69,-1
12052,190.8,3.4,69,-1
12053,185.1,3.5,69,-1
12054,187.3,3.5,69,-1
12055,196.1,3.1,69,-1
12056,190.9,3.6,69,-1
12057,186.4,3.7,69,-1
12058,180.2,3.4,69,-1
12059,187,3.7,69,-1
12060,186.4,3.5,69,-1
12061,182.9,3.1,69,-1
12062,185.7,3.5,69,-1
12063,184.6,3.5,69,-1
12064,190.4,3.1,69,-1
12065,189.8,3.6,69,-1
12066,187.4,3.5,69,-1
12067,186.8,3.4,69,-1
12068,187.1,3.5,69,-1
12069,188.6,3.6,69,-1
12070,193.9,3.4,69,-1
12071,187.3,3.5,69,-1
12072,193.3,3.6,69,-1
12073,196,3.4,69,-1
12074,192.4,3.6,69,-1
12075,188.7,3.6,69,-1
12076,192.1,3.6,69,-1
12077,190.8,3.6,69,-1
12078,188,3.5,69,-1
12079,188.1,3.1,69,-1
12081,190.2,3.6,69,-1
12082,192.4,3,69,-1
12083,190.5,3.6,69,-1
12084,188.2,3.6,69,-1
12085,197.4,3.4,69,-1
12086,195.1,3.6,69,-1
12087,192.7,3.6,69,-1
12088,196.5,3.1,69,-1
12089,194.9,3.6,69,-1
12090,192.1,3.6,69,-1
12092,190.9,3.7,69,-1
12093,190.3,3.6,69,-1
12094,195.6,3.4,69,-1
12095,192.2,3.6,69,-1
12096,187,3.7,69,-1
12097,198.1,3.4,69,-1
12098,187.9,3.5,69,-1
12099,194.3,3.4,69,-1
12100,192.9,3.6,69,-1
12101,197.5,3.6,69,-1
12102,192.3,3.6,69,-1
12103,188.2,3.5,69,-1
12104,182.3,3.5,69,-1
12105,184.3,3.4,69,-1
12106,192,3.6,69,-1
12107,185.9,3.5,69,-1
12108,188.1,3.5,69,-1
12109,185.9,3.5,69,-1
12109,192.6,3.6,69,-1
12110,188.3,3.6,69,-1
12110,183.4,3.5,69,-1
12110,189.9,3.4,69,-1
12111,189.3,3.4,69,-1
12112,186.1,3.5,69,-1
12113,192,3.6,69,-1
12114,189.9,3.6,69,-1
12115,195.1,3.4,69,-1
12116,185.2,3.5,69,-1
12117,192.1,3.6,69,-1
12118,189.3,3.6,69,-1
12119,195.2,3.6,69,-1
12120,191.9,3.6,69,-1
12121,194.9,3.6,69,-1
12122,190.6,3.6,69,-1
12123,189.4,3.6,69,-1
12124,199.5,3.6,69,-1
12125,198.3,3.6,69,-1
12125,192.5,3.4,69,-1
12125,197,3.6,69,-1
12126,198.5,3.6,69,-1
12127,193.8,3.6,69,-1
12128,190.1,3.6,69,-1
12129,193.4,3.6,69,-1
12132,191.6,3.4,69,-1
12133,195.2,3.4,69,-1
12134,196.2,3.4,69,-1
12135,199.8,3.6,69,-1
12135,198.4,3.4,69,-1
12136,199.2,3.4,69,-1
12137,196.8,3.6,69,-1
12138,197.2,3.4,69,-1
12139,194.7,3.4,69,-1
12139,198,3.4,69,-1
12139,196,3.6,69,-1
12140,200.5,3.4,69,-1
12141,190.4,3.6,69,-1
12141,189.9,3.3,69,-1
12143,197.1,3.4,69,-1
12143,193.3,3.6,69,-1
12144,200.3,3.4,69,-1
12145,198.2,3.4,69,-1
12145,197.6,3.4,69,-1
12146,202.6,3.4,69,-1
12147,189.6,3.4,69,-1
12147,196.3,3.6,69,-1
12148,195.8,3.4,69,-1
12149,190.5,3.3,69,-1
12149,201.5,3.4,69,-1
12149,197.2,3.4,69,-1
12151,195.1,3.3,69,-1
12154,199.5,3.4,69,-1
12154,191.2,3.3,69,-1
12156,200.1,3.4,69,-1
12156,197.7,3.4,69,-1
12158,200.3,3.3,69,-1
12160,198.3,3.4,69,-1
12163,206.7,3.3,69,-1
12165,198.9,3.4,69,-1
12167,205.3,3.3,69,-1
12169,199.9,3.3,69,-1
12169,196.5,3.4,69,-1
12169,197.8,3.4,69,-1
12169,201.3,3.6,69,-1
12170,198.4,3.3,69,-1
12170,199.2,3.6,69,-1
12171,196.6,3.3,69,-1
12171,200.5,3.6,69,-1
12171,199.3,3.4,69,-1
12171,199.3,3.3,69,-1
12172,197.8,3.6,69,-1
12172,200.5,3.3,69,-1
12173,199,3.4,69,-1
12173,199.3,3.6,69,-1
12173,200.1,3.3,69,-1
12174,203.2,3.4,69,-1
12174,196.6,3.3,69,-1
12175,207.5,3.5,69,-1
12175,201.5,3.3,69,-1
12175,196.6,3.3,69,-1
12176,206,3.6,69,-1
12176,200.2,3.3,69,-1
12177,200.6,3.6,69,-1
12177,198.4,3.3,69,-1
12177,193.9,3.4,69,-1
12178,201.8,3.6,69,-1
12178,198.3,3.3,69,-1
12179,199.1,3.4,69,-1
12179,200,3.3,69,-1
12179,192.7,3.3,69,-1
12179,196.9,3.6,69,-1
12180,204.2,3.6,69,-1
12180,198.7,3.3,69,-1
12181,203.3,3.6,69,-1
12181,197.3,3.3,69,-1
12181,194.8,3.4,69,-1
12181,194.5,3.4,69,-1
12182,197.3,3.6,69,-1
12182,196.4,3.3,69,-1
12183,197,3.3,69,-1
12183,195.3,3.3,69,-1
12183,202.6,3.6,69,-1
12184,198.8,3.3,69,-1
12184,204.8,3.6,69,-1
12185,205.6,3.3,69,-1
12185,198.8,3.4,69,-1
12185,196.6,3.4,69,-1
12185,206.9,3.6,69,-1
12186,208.4,3.6,69,-1
12186,200,3.3,69,-1
12187,199.7,3.3,69,-1
12187,192.7,3.3,69,-1
12187,198.2,3.4,69,-1
12188,203.7,3.3,69,-1
12189,205.1,3.3,69,-1
12189,196.3,3.4,69,-1
12190,205.7,3.3,69,-1
12190,211.9,3.5,69,-1
12191,198.5,3.3,69,-1
12191,203.7,3.3,69,-1
12192,200.6,3.3,69,-1
12193,204.3,3.3,69,-1
12193,202.1,3.4,69,-1
12194,201.8,3.3,69,-1
12194,199.8,2.8,69,-1
12195,200.6,3.4,69,-1
12195,204.8,3.3,69,-1
12195,192.7,2.8,69,-1
12195,198.6,3.3,69,-1
12196,199.5,3.3,69,-1
12196,199.7,2.8,69,-1
12197,198.8,3.4,69,-1
12197,195.2,3.3,69,-1
12198,191.5,3.3,69,-1
12199,198.5,3.3,69,-1
12199,198,3.4,69,-1
12199,190.4,3.3,69,-1
12200,197.3,3.1,69,-1
12201,196.8,3.3,69,-1
12201,198.3,3.4,69,-1
12202,198.3,3.3,69,-1
12203,201,3.3,69,-1
12203,195.2,3.4,69,-1
12204,201.3,3.3,69,-1
12205,198,3.1,69,-1
12205,198.4,3.4,69,-1
12206,202.2,3.1,69,-1
12207,199.6,3.4,69,-1
12207,194.4,3.3,69,-1
12208,200.2,3.1,69,-1
12209,202.5,3.4,69,-1
12209,194.8,3.3,69,-1
12209,202.8,3.4,69,-1
12210,196.2,3.3,69,-1
12211,193.5,3.3,69,-1
12212,189.9,3.3,69,-1
12213,193.8,3.3,69,-1
12213,192.9,3.1,69,-1
12214,190.4,3.1,69,-1
12215,197.8,3.1,69,-1
12215,194.1,3.4,69,-1
12215,201.7,3.4,69,-1
12216,196.9,3.1,69,-1
12217,204.5,3.4,69,-1
12217,199.4,3.1,69,-1
12217,194.8,3.3,69,-1
12218,202.1,3.1,69,-1
12219,203.6,3.4,69,-1
12219,209.9,3.5,69,-1
12219,205.4,3.3,69,-1
12220,201.7,3.1,69,-1
12221,198.4,3.1,69,-1
12222,192.9,3.1,69,-1
12223,202.7,3.1,69,-1
12224,201.8,3.1,69,-1
12225,206.1,3.2,69,-1
12226,202.2,3.1,69,-1
12227,203.7,3.1,69,-1
12228,207,3.2,69,-1
12229,203.9,3.1,69,-1
12230,204.8,3.1,69,-1
12231,204,3.1,69,-1
12232,206.1,3.2,69,-1
12233,209.1,3.2,69,-1
12234,209.7,3.2,69,-1
12235,206.8,3.2,69,-1
12236,205.8,3.2,69,-1
12237,213.2,3.2,69,-1
12238,204.7,3.1,69,-1
12239,206.8,3.2,69,-1
12240,207.9,3.2,69,-1
12241,208.5,3.2,69,-1
12242,213,3.2,69,-1
12243,209.7,3.2,69,-1
12244,218.7,3.2,69,-1
12245,216.6,3.2,69,-1
12246,211.2,3.2,69,-1
12247,208.6,3,69,-1
12248,213.1,3,69,-1
12249,210.4,3,69,-1
12250,213.3,3,69,-1
12251,210.5,3,69,-1
12252,211.4,3,69,-1
